"x","y","canopy_height","mean_annual_precipitation","percentage_tree_cover","globcover_numeric","globcover_label","intact_forest","forest_zone","total_burnt_area","mean_burnt_area","height_cat","firesize"
-64.75,-10.25,38.8227272727273,1768.22222222222,75.5108337402344,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,35.2630753815174,2.51879109867981,"tall","big_fire"
-64.75,-9.75,41.42,1864.55555555556,89.9936141967773,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,56.756501942873,4.05403585306236,"tall","big_fire"
-64.75,-9.25,37.1,1932.55555555556,87.8927764892578,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,37.0765397772193,2.64832426980138,"tall","big_fire"
-64.75,-8.75,36.76875,1996.22222222222,87.7699966430664,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,201.469587080181,14.3906847914415,"tall","big_fire"
-64.75,7.25,38.39,1732.22222222222,65.196662902832,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,54.7000342458487,3.9071453032749,"tall","big_fire"
-64.25,-15.25,19.3,1914.77777777778,41.0613899230957,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,168.703033044934,12.0502166460667,"small","big_fire"
-64.25,-14.75,13.5161290322581,1733.33333333333,51.575553894043,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,171.879061043262,12.2770757888045,"small","big_fire"
-64.25,-14.25,28.8777777777778,1602.55555555556,55.9247207641602,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,447.385826177895,31.9561304412782,"medium","big_fire"
-64.25,-13.75,15.71,1504.55555555556,45.7322235107422,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,609.692904911935,43.5494932079954,"small","big_fire"
-64.25,-12.25,26.9363636363636,1526.88888888889,63.7694435119629,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,116.033268146217,8.28809058187263,"medium","big_fire"
-64.25,-11.75,34.384375,1589.77777777778,78.004997253418,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,72.1895661950111,5.15639758535794,"tall","big_fire"
-64.25,-11.25,40.1576923076923,1641.44444444444,57.2211112976074,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,0.053592249751091,0.00382801783936364,"tall","small_no_fire"
-64.25,-10.75,39.7875,1804,71.3219451904297,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,11.5482113137841,0.824872236698866,"tall","small_no_fire"
-64.25,-10.25,38.1333333333333,1963.55555555556,70.2083358764648,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,54.0014502331614,3.85724644522582,"tall","big_fire"
-64.25,7.25,36.8,1651.55555555556,61.2050018310547,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,35.6829150766134,2.54877964832953,"tall","big_fire"
-63.75,-16.75,10.2,1813.66666666667,48.2080574035645,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,159.564508140087,11.3974648671491,"small","big_fire"
-63.75,-16.25,25.4,1792.55555555556,36.0299987792969,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,164.564953759313,11.7546395542366,"medium","big_fire"
-63.75,-15.75,24.5,1677,60.0066680908203,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,192.687243506312,13.7633745361652,"small","big_fire"
-63.75,-15.25,22.55,1594.11111111111,58.7372207641602,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,149.400675281882,10.6714768058487,"small","big_fire"
-63.75,-14.75,27.8722222222222,1542.44444444444,55.5502777099609,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,151.652222581208,10.8323016129434,"medium","big_fire"
-63.75,-14.25,25.55,1501,50.1086120605469,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,346.431215301156,24.7450868072254,"medium","big_fire"
-63.75,-12.25,28.8,1559,58.5452766418457,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,99.7692289575934,7.12637349697096,"medium","big_fire"
-63.75,-11.75,36.55,1645.22222222222,62.047779083252,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,154.315015763044,11.0225011259317,"tall","big_fire"
-63.75,-11.25,35.85,1774.88888888889,76.7002792358398,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,2.57242803275585,0.183744859482561,"tall","small_no_fire"
-63.75,1.75,36.15,1994.66666666667,97.1036148071289,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,0.48233026266098,0.0344521616186414,"tall","small_no_fire"
-63.75,6.75,33.85,1905.22222222222,58.0505561828613,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,255.065783515573,18.2189845368266,"tall","big_fire"
-63.75,7.25,34.3,1501.11111111111,22.1694450378418,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,69.0104004889727,4.9293143206409,"tall","big_fire"
-63.25,-12.75,32.371875,1531.33333333333,77.2530517578125,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,129.09178416431,9.22084172602211,"tall","big_fire"
-63.25,-12.25,25.9833333333333,1604,78.0686111450195,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,105.734747640789,7.55248197434204,"medium","big_fire"
-63.25,-11.75,32.05,1705.88888888889,61.1194458007812,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,43.2650869861245,3.09036335615175,"tall","big_fire"
-63.25,-11.25,35.2666666666667,1877.88888888889,76.8819427490234,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,289.72511933744,20.6946513812457,"tall","big_fire"
-63.25,1.25,29.55,1994.66666666667,98.6563873291016,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,0,0,"medium","small_no_fire"
-63.25,1.75,36.6,1857.88888888889,98.5,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,0,0,"tall","small_no_fire"
-63.25,2.25,35.05,1961.22222222222,93.8208312988281,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,0,0,"tall","small_no_fire"
-63.25,2.75,47.1,1953.77777777778,89.7436141967773,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,0,0,"tall","small_no_fire"
-63.25,6.75,26.6166666666667,1771.66666666667,45.7374992370605,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,63.9898573383689,4.57070409559778,"medium","big_fire"
-63.25,10.25,11.39,1591.11111111111,59.7350006103516,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,38.0285647213459,2.71632605152471,"small","big_fire"
-62.75,-12.25,17.2,1646.77777777778,80.0563888549805,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,63.5255183652043,4.53753702608602,"small","big_fire"
-62.75,-11.75,28.6666666666667,1744.22222222222,49.8866653442383,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,21.6868174597621,1.54905838998301,"medium","big_fire"
-62.75,-11.25,35.37,1827.44444444444,61.5352783203125,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,68.9849802777171,4.92749859126551,"tall","big_fire"
-62.75,0.75,14.645652173913,1950.33333333333,92.6691665649414,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,0.267961248755455,0.0191400891968182,"small","small_no_fire"
-62.75,1.25,28.5277777777778,1834.55555555556,99.2011108398438,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,0,0,"medium","small_no_fire"
-62.75,1.75,33.45,1813.22222222222,97.3883361816406,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,0,0,"tall","small_no_fire"
-62.75,2.25,44.7,1828.66666666667,91.9661102294922,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,0,0,"tall","small_no_fire"
-62.75,2.75,41.4,1879.55555555556,89.6216659545898,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,0,0,"tall","small_no_fire"
-62.75,6.75,29.6333333333333,1817.11111111111,79.3972244262695,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,12.1703836582601,0.86931311844715,"medium","small_no_fire"
-62.75,9.75,15.9866666666667,1578.44444444444,69.6524963378906,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,73.0842958912253,5.22030684937324,"small","big_fire"
-62.75,10.25,25.1666666666667,1632.66666666667,62.9172210693359,50,"Closed (>40%) broadleaved deciduous forest (>5m)","Non-Intact Forest",TRUE,286.909836009145,20.4935597149389,"medium","big_fire"
-62.25,-13.25,32.2166666666667,1522.55555555556,78.2488861083984,110,"Mosaic forest or shrubland (50-70%) / grassland (20-50%)","Non-Intact Forest",TRUE,293.766213178635,20.983300941331,"tall","big_fire"
-62.25,-12.75,25.7136363636364,1590.55555555556,71.7394409179688,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,208.652320750058,14.9037371964327,"medium","big_fire"
-62.25,-12.25,30.1357142857143,1685,56.7788887023926,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,41.1303447037935,2.93788176455668,"tall","big_fire"
-62.25,-9.75,31.3833333333333,1987.88888888889,42.0594444274902,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,31.5012906491756,2.25009218922683,"tall","big_fire"
-62.25,0.75,12.60625,1972.44444444444,91.0694427490234,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,2.85424256324768,0.203874468803406,"small","small_no_fire"
-62.25,1.25,26.8333333333333,1847.44444444444,87.7933349609375,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,4.24039137363434,0.302885098116738,"medium","small_no_fire"
-62.25,1.75,33.6833333333333,1820.44444444444,97.4697189331055,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,9.01351170241833,0.643822264458452,"tall","small_no_fire"
-62.25,2.25,35.26,1807.55555555556,92.5899963378906,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,0.053592249751091,0.00382801783936364,"tall","small_no_fire"
-62.25,2.75,37.7,1866.66666666667,88.9225006103516,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,0,0,"tall","small_no_fire"
-62.25,3.25,39.9,1965.33333333333,90.9497222900391,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,0,0,"tall","small_no_fire"
-62.25,6.75,34.475,1711.22222222222,85.3269424438477,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,10.5196344181895,0.751402458442109,"tall","small_no_fire"
-62.25,9.75,25.0423076923077,1559,84.5444412231445,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,163.844827063382,11.7032019330987,"medium","big_fire"
-61.75,-13.75,30.9333333333333,1508,67.1227798461914,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,313.804478406906,22.4146056004933,"tall","big_fire"
-61.75,-13.25,25.4763157894737,1567.22222222222,78.8363876342773,140,"Closed to open (>15%) herbaceous vegetation (grassland, savannas or lichens/mosses)","Non-Intact Forest",TRUE,949.440469697118,67.817176406937,"medium","big_fire"
-61.75,-12.75,14.465,1608,70.7483367919922,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,68.5427438914776,4.89591027796268,"small","big_fire"
-61.75,-12.25,27.0916666666667,1702.11111111111,38.239444732666,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,39.4654408618808,2.81896006156291,"medium","big_fire"
-61.75,-10.25,13.725,1731.22222222222,80.0505523681641,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,29.019133657217,2.07279526122979,"small","big_fire"
-61.75,-9.75,24.15,1858.55555555556,83.4922256469727,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,15.305790476501,1.0932707483215,"small","small_no_fire"
-61.75,0.75,26.05,1996.44444444444,80.9338912963867,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,3.20009741932154,0.228578387094395,"medium","small_no_fire"
-61.75,1.25,21.1666666666667,1864.55555555556,77.9863891601562,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,5.97184944152832,0.42656067439488,"small","small_no_fire"
-61.75,1.75,31.33,1862.55555555556,92.1447219848633,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,0.863430663943291,0.0616736188530922,"tall","small_no_fire"
-61.75,2.25,36.2875,1793,88.8308334350586,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,31.3570372089744,2.2397883720696,"tall","big_fire"
-61.75,2.75,33.775,1827.77777777778,78.7838897705078,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,51.7599376738071,3.69713840527194,"tall","big_fire"
-61.75,3.25,38.25,1809.11111111111,82.1363906860352,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,53.3547683134675,3.81105487953339,"tall","big_fire"
-61.75,3.75,37.89,1856.22222222222,71.2669448852539,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,49.5434055477381,3.53881468198129,"tall","big_fire"
-61.75,6.75,38.94,1538.44444444444,77.7136077880859,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,2.17884512990713,0.155631794993366,"tall","small_no_fire"
-61.75,8.75,9.3,1559.33333333333,59.5547218322754,160,"Closed to open (>15%) broadleaved forest regularly flooded (semi-permanently or temporarily) - Fresh or brackish water","Intact Forest",TRUE,15.8450824096799,1.13179160069142,"small","small_no_fire"
-61.75,9.25,9.62916666666667,1638.44444444444,63.2013893127441,160,"Closed to open (>15%) broadleaved forest regularly flooded (semi-permanently or temporarily) - Fresh or brackish water","Intact Forest",TRUE,11.8400714248419,0.845719387488706,"small","small_no_fire"
-61.75,9.75,22.9423076923077,1601.5,52.6247215270996,160,"Closed to open (>15%) broadleaved forest regularly flooded (semi-permanently or temporarily) - Fresh or brackish water","Non-Intact Forest",TRUE,163.590205997229,11.6850147140878,"small","big_fire"
-61.25,-13.75,29.5875,1605.88888888889,68.7405548095703,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,0,0,"medium","small_no_fire"
-61.25,-13.25,18.4,1663.44444444444,51.458610534668,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,408.968595698476,29.2120425498911,"small","big_fire"
-61.25,-12.25,26.44,1689.66666666667,54.0272216796875,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,75.5965904518962,5.39975646084973,"medium","big_fire"
-61.25,-10.75,28.5333333333333,1903.33333333333,76.2380523681641,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,22.3078733384609,1.59341952417578,"medium","big_fire"
-61.25,-10.25,42.9,1843.33333333333,78.7455520629883,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,29.5189534276724,2.10849667340517,"tall","big_fire"
-61.25,-9.75,45.65,1916,85.5769424438477,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,24.3857768699527,1.74184120499662,"tall","big_fire"
-61.25,0.25,24.195,1993.77777777778,89.211669921875,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,0,0,"small","small_no_fire"
-61.25,0.75,25.8805555555556,1933.22222222222,77.0880584716797,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,0.509126372635365,0.0363661694739546,"medium","small_no_fire"
-61.25,1.25,20.86,1868,66.1819458007812,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,2.37196596711874,0.169426140508481,"small","small_no_fire"
-61.25,1.75,25.4275,1777,78.6175003051758,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,17.1526805981994,1.22519147129995,"medium","small_no_fire"
-61.25,2.25,30.5625,1726.66666666667,64.5144424438477,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,46.5589061677456,3.32563615483897,"tall","big_fire"
-61.25,2.75,36.7833333333333,1776.44444444444,32.0258331298828,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,75.2495657354593,5.37496898110424,"tall","big_fire"
-61.25,4.25,29.75,1647.11111111111,49.5930557250977,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,117.809550136328,8.41496786688055,"medium","big_fire"
-61.25,5.75,7.23333333333334,1799.77777777778,50.0638885498047,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,85.254390321672,6.08959930869085,"small","big_fire"
-61.25,6.75,36.1,1570.44444444444,89.4075012207031,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,4.19575470685959,0.299696764775685,"tall","small_no_fire"
-61.25,7.75,23.3916666666667,1543.22222222222,85.8138885498047,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,9.9444322437048,0.710316588836057,"small","small_no_fire"
-61.25,8.25,37.1125,1711.33333333333,91.6452789306641,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,14.6390355825424,1.04564539875303,"tall","small_no_fire"
-61.25,8.75,15.95,1927.33333333333,77.3836135864258,160,"Closed to open (>15%) broadleaved forest regularly flooded (semi-permanently or temporarily) - Fresh or brackish water","Non-Intact Forest",TRUE,33.7784545272589,2.41274675194706,"small","big_fire"
-61.25,9.25,9.51875,1998.33333333333,79.9591674804688,160,"Closed to open (>15%) broadleaved forest regularly flooded (semi-permanently or temporarily) - Fresh or brackish water","Intact Forest",TRUE,43.8971354216337,3.13550967297384,"small","big_fire"
-61.25,10.25,28.1166666666667,1959,35.2130546569824,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,28.5897355377674,2.04212396698339,"medium","big_fire"
-60.75,-14.25,29.0125,1578.44444444444,55.1072235107422,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,2478.29077738523,177.020769813231,"medium","big_fire"
-60.75,-13.75,29.24,1729.66666666667,65.0297241210938,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,50.989646576345,3.64211761259607,"medium","big_fire"
-60.75,-12.75,20.3,1769.77777777778,44.9861106872559,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,96.9257653281093,6.9232689520078,"small","big_fire"
-60.75,-12.25,13.075,1811.33333333333,56.0594444274902,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,62.2993010431528,4.44995007451092,"small","big_fire"
-60.75,-11.75,23.69,1960.66666666667,44.0277786254883,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,37.8887034058571,2.70633595756122,"small","big_fire"
-60.75,-11.25,16,1960.77777777778,50.3927764892578,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,17.5011307820678,1.2500807701477,"small","big_fire"
-60.75,-10.75,37.8071428571429,1925.66666666667,89.3333358764648,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,173.486409544945,12.3918863960675,"tall","big_fire"
-60.75,-10.25,39.88,1896.55555555556,80.3125,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,16.8033033311367,1.20023595222405,"tall","small_no_fire"
-60.75,-9.75,42.94,1936.66666666667,91.7941665649414,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,29.351662106812,2.09654729334371,"tall","big_fire"
-60.75,-0.25,28.0666666666667,1965.88888888889,94.4686126708984,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,66.9862820580602,4.78473443271858,"medium","big_fire"
-60.75,0.25,22.0166666666667,1837.66666666667,95.3319473266602,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,21.3326307088137,1.52375933634383,"small","big_fire"
-60.75,0.75,12.7375,1900.44444444444,89.295280456543,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,32.3244995623827,2.30889282588448,"small","big_fire"
-60.75,1.25,18.3125,1910.22222222222,69.2388916015625,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,278.850269198418,19.9178763713155,"small","big_fire"
-60.75,1.75,22.9666666666667,1784,86.5652770996094,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,21.7830071225762,1.55592908018402,"small","big_fire"
-60.75,2.25,31.4,1653.11111111111,66.1447219848633,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,26.1930535584688,1.87093239703349,"tall","big_fire"
-60.75,5.25,11.59,1721,73.408332824707,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,115.299848962575,8.2357034973268,"small","big_fire"
-60.75,5.75,30.1,1523.55555555556,91.329719543457,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,6.02555534988642,0.430396810706173,"tall","small_no_fire"
-60.75,6.75,26.75,1692.66666666667,94.5216674804688,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,0.437670044600964,0.031262146042926,"medium","small_no_fire"
-60.75,7.25,36.7,1792,91.5063858032227,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,0.160776749253273,0.0114840535180909,"tall","small_no_fire"
-60.75,7.75,34.55,1960.66666666667,94.0286102294922,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,0,0,"tall","small_no_fire"
-60.25,-14.25,19.025,1619.88888888889,50.5163879394531,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,264.195081710815,18.8710772650582,"small","big_fire"
-60.25,-13.75,24.8416666666667,1804.44444444444,63.5136108398438,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,130.480259053409,9.32001850381494,"small","big_fire"
-60.25,-13.25,26.69,1919.88888888889,50.1705551147461,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,80.3507247269154,5.73933748049395,"medium","big_fire"
-60.25,-12.75,21.775,1911.44444444444,53.3794441223145,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,137.23992202431,9.80285157316497,"small","big_fire"
-60.25,-12.25,22.675,1938.11111111111,63.960277557373,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,69.806563988328,4.98618314202343,"small","big_fire"
-60.25,-11.75,28.4409090909091,1964.66666666667,68.9488906860352,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,21.6325096487999,1.54517926062856,"medium","big_fire"
-60.25,-11.25,26.8166666666667,1953.33333333333,81.513053894043,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,0.107184499502182,0.00765603567872729,"medium","small_no_fire"
-60.25,-10.75,36.25,1929.44444444444,88.0577774047852,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,0,0,"tall","small_no_fire"
-60.25,-10.25,30.15,1923.66666666667,90.9855575561523,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,10.940709605813,0.781479257558073,"tall","small_no_fire"
-60.25,-9.75,21.5,1968.88888888889,94.1675033569336,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,20.7605130299926,1.48289378785661,"small","big_fire"
-60.25,0.25,36.8,1899.77777777778,97.4716644287109,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,1.25271885842085,0.0894799184586321,"tall","small_no_fire"
-60.25,0.75,27.45,1920.33333333333,81.3155517578125,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Non-Intact Forest",TRUE,14.0540501326323,1.00386072375945,"medium","small_no_fire"
-60.25,1.25,32.5071428571429,1948,73.5263900756836,40,"Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)","Intact Forest",TRUE,11.3205017000437,0.808607264288834,"tall","small_no_fire"
